title,search_term_x,dog_order,dog_order_by_size,category,link,image,Coat_length,Exercise,Grooming,Lifespan,Sheds,Size,Size_of_garden,Size_of_home,Town_or_country,Vulnerable_native_breed,breed_in_query,queries,term,suggestion,str_position,search_start,search_end_x,search_end_y,search_term_y,term_category,terms_grouped,question_order
Mastiff,mastiff,39,6,Working,/search/breeds-a-to-z/breeds/working/mastiff/,/media/1803/masttiff-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132144236750000000,Short,Up to 1 hour per day,Once a week,Under 10 years,Yes,Large,Large garden,Large house,Country,Yes,mastiff,why+does+my+mastiff,why+does+my+mastiff,why does my mastiff lean on me,12,why does my,lean on me,lean on me,lean on me,gets personal,lay / lean /stand / sit on me,40
Greyhound,greyhound,32,8,Hound,/search/breeds-a-to-z/breeds/hound/greyhound/,/media/2941/greyhound-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132140459660000000,Short,Up to 1 hour per day,Once a week,Over 10 years,Yes,Large,Large garden,Large house,Either,No,greyhound,why+does+my+greyhound,why+does+my+greyhound,why does my greyhound lean on me,12,why does my,lean on me,lean on me,lean on me,gets personal,lay / lean /stand / sit on me,40
Great Pyrenees,great+pyrenees,31,9,,,,,,,,,Large,,,,,great+pyrenees,why+does+my+great+pyrenees,why+does+my+great+pyrenees,why does my great pyrenees lean on me,12,why does my,lean on me,lean on me,lean on me,gets personal,lay / lean /stand / sit on me,40
Great Dane,great+dane,30,10,Working,/search/breeds-a-to-z/breeds/working/great-dane/,/media/2663/great-dane.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132144234850000000,Short,More than 2 hours per day,Once a week,Under 10 years,Yes,Large,Large garden,Large house,Either,No,great+dane,why+does+my+great+dane,why+does+my+great+dane,why does my great dane lean on me,12,why does my,lean on me,lean on me,lean on me,gets personal,lay / lean /stand / sit on me,40
Doberman,doberman,25,12,Working,/search/breeds-a-to-z/breeds/working/dobermann/,/media/2934/dobermann-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132143876020000000,Short,More than 2 hours per day,Once a week,Over 10 years,Yes,Large,Large garden,Large house,Either,No,doberman,why+does+my+doberman,why+does+my+doberman,why does my doberman lean on me,12,why does my,lean on me,lean on me,lean on me,gets personal,lay / lean /stand / sit on me,40
Cane Corso,cane+corso,14,14,,,,,,,,,Large,,,,,cane+corso,why+does+my+cane+corso,why+does+my+cane+corso,why does my cane corso lean on me,12,why does my,lean on me,lean on me,lean on me,gets personal,lay / lean /stand / sit on me,40
Retriever (Labrador),labrador,46,4,Gundog,/search/breeds-a-to-z/breeds/gundog/retriever-labrador/,/media/1185/retriever-labrador-illustration-resized.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132140433580000000,Short,More than 2 hours per day,Once a week,Over 10 years,Yes,Large,Large garden,Large house,Either,No,labrador,why+does+my+labrador,why+does+my+labrador,why does my labrador keep being sick,12,why does my,keep being sick,keep being sick,keep being sick,health,keep being sick,50
French Bulldog,french+bulldog,26,14,Utility,/search/breeds-a-to-z/breeds/utility/french-bulldog/,/media/2939/french-bulldog-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132143848790000000,Short,Up to 1 hour per day,Once a week,Over 10 years,Yes,Small,Small/ medium garden,Flat/ Apartment,Either,No,french+bulldog,why+does+my+french+bulldog,why+does+my+french+bulldog,why does my french bulldog keep being sick,12,why does my,keep being sick,keep being sick,keep being sick,health,keep being sick,50
Retriever (Labrador),labrador,46,4,Gundog,/search/breeds-a-to-z/breeds/gundog/retriever-labrador/,/media/1185/retriever-labrador-illustration-resized.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132140433580000000,Short,More than 2 hours per day,Once a week,Over 10 years,Yes,Large,Large garden,Large house,Either,No,labrador,why+does+my+labrador,why+does+my+labrador,why does my labrador drool so much,12,why does my,drool so much,drool so much,drool so much,behaviour,drool so much,18
Retriever (Labrador),labrador,46,4,Gundog,/search/breeds-a-to-z/breeds/gundog/retriever-labrador/,/media/1185/retriever-labrador-illustration-resized.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132140433580000000,Short,More than 2 hours per day,Once a week,Over 10 years,Yes,Large,Large garden,Large house,Either,No,labrador,why+does+my+labrador,why+does+my+labrador,why does my labrador nibble me,12,why does my,nibble me,nibble me,nibble me,gets personal,bite me,35
Great Dane,great+dane,30,10,Working,/search/breeds-a-to-z/breeds/working/great-dane/,/media/2663/great-dane.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132144234850000000,Short,More than 2 hours per day,Once a week,Under 10 years,Yes,Large,Large garden,Large house,Either,No,great+dane,why+does+my+great+dane,why+does+my+great+dane,why does my great dane nibble me,12,why does my,nibble me,nibble me,nibble me,gets personal,bite me,35
German Shepherd Dog,german+shepherd,27,11,Pastoral,/search/breeds-a-to-z/breeds/pastoral/german-shepherd-dog/,/media/3259/german-shepherd-dog.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132186393170000000,Short & long,More than 2 hours per day,More than once a week,Over 10 years,Yes,Large,Large garden,Large house,Either,No,german+shepherd,why+does+my+german+shepherd,why+does+my+german+shepherd,why does my german shepherd nibble me,12,why does my,nibble me,nibble me,nibble me,gets personal,bite me,35
Doberman,doberman,25,12,Working,/search/breeds-a-to-z/breeds/working/dobermann/,/media/2934/dobermann-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132143876020000000,Short,More than 2 hours per day,Once a week,Over 10 years,Yes,Large,Large garden,Large house,Either,No,doberman,why+does+my+doberman,why+does+my+doberman,why does my doberman nibble me,12,why does my,nibble me,nibble me,nibble me,gets personal,bite me,35
Retriever (Labrador),labrador,46,4,Gundog,/search/breeds-a-to-z/breeds/gundog/retriever-labrador/,/media/1185/retriever-labrador-illustration-resized.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132140433580000000,Short,More than 2 hours per day,Once a week,Over 10 years,Yes,Large,Large garden,Large house,Either,No,labrador,why+does+my+labrador,why+does+my+labrador,why does my labrador not bark,12,why does my,not bark,not bark,not bark,noise,not bark / howl / talk,66
Cocker Spaniel,cocker+spaniel,20,14,,,,,,,,,Medium,,,,,cocker+spaniel,why+does+my+cocker+spaniel,why+does+my+cocker+spaniel,why does my cocker spaniel not bark,12,why does my,not bark,not bark,not bark,noise,not bark / howl / talk,66
Retriever (Labrador),labrador,46,4,Gundog,/search/breeds-a-to-z/breeds/gundog/retriever-labrador/,/media/1185/retriever-labrador-illustration-resized.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132140433580000000,Short,More than 2 hours per day,Once a week,Over 10 years,Yes,Large,Large garden,Large house,Either,No,labrador,why+does+my+labrador,why+does+my+labrador,why does my labrador look sad,12,why does my,look sad,look sad,look sad,appearance,look sad,9
Retriever (Golden),golden+retriever,45,5,Gundog,/search/breeds-a-to-z/breeds/gundog/retriever-golden/,/media/1184/retriever-golden-illustration-resized.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132140431570000000,Medium,More than 2 hours per day,More than once a week,Over 10 years,Yes,Large,Large garden,Large house,Either,No,golden+retriever,why+does+my+golden+retriever,why+does+my+golden+retriever,why does my golden retriever look sad,12,why does my,look sad,look sad,look sad,appearance,look sad,9
Retriever (Golden),golden+retriever,45,5,Gundog,/search/breeds-a-to-z/breeds/gundog/retriever-golden/,/media/1184/retriever-golden-illustration-resized.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132140431570000000,Medium,More than 2 hours per day,More than once a week,Over 10 years,Yes,Large,Large garden,Large house,Either,No,golden+retriever,why+does+my+golden+retriever,why+does+my+golden+retriever,why does my golden retriever scratch so much,12,why does my,scratch so much,scratch so much,scratch so much,behaviour,scratch,28
Maltese,maltese,38,10,Toy,/search/breeds-a-to-z/breeds/toy/maltese/,/media/1646/maltese-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132143807800000000,Long,Up to 30 minutes per day,Every day,Over 12 years,No,Small,Small/ medium garden,Flat/ Apartment,Either,No,maltese,why+does+my+maltese,why+does+my+maltese,why does my maltese scratch so much,12,why does my,scratch so much,scratch so much,scratch so much,behaviour,scratch,28
Lhasa Apso,lhasa+apso,36,11,Utility,/search/breeds-a-to-z/breeds/utility/lhasa-apso/,/media/2959/lhasa-apso-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132143857660000000,Long,Up to 1 hour per day,Every day,Over 12 years,No,Small,Small/ medium garden,Flat/ Apartment,Either,No,lhasa+apso,why+does+my+lhasa+apso,why+does+my+lhasa+apso,why does my lhasa apso scratch so much,12,why does my,scratch so much,scratch so much,scratch so much,behaviour,scratch,28
Labradoodle,labradoodle,35,8,,,,,,,,,Medium,,,,,labradoodle,why+does+my+labradoodle,why+does+my+labradoodle,why does my labradoodle scratch so much,12,why does my,scratch so much,scratch so much,scratch so much,behaviour,scratch,28
Pug,pug,44,5,Toy,/search/breeds-a-to-z/breeds/toy/pug/,/media/1661/pug-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132143810750000000,Short,Up to 1 hour per day,Once a week,Over 10 years,Yes,Small,Small/ medium garden,Flat/ Apartment,Either,No,pug,why+does+my+pug,why+does+my+pug,why does my pug keep licking his paws,12,why does my,keep licking his paws,keep licking his paws,keep licking his paws,behaviour,lick,23
Pug,pug,44,5,Toy,/search/breeds-a-to-z/breeds/toy/pug/,/media/1661/pug-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132143810750000000,Short,Up to 1 hour per day,Once a week,Over 10 years,Yes,Small,Small/ medium garden,Flat/ Apartment,Either,No,pug,why+does+my+pug,why+does+my+pug,why does my pug keep sneezing,12,why does my,keep sneezing,keep sneezing,keep sneezing,health,keep sneezing,51
Beagle,beagle,4,23,Hound,/search/breeds-a-to-z/breeds/hound/beagle/,/media/1353/beagle-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132140454670000000,Short,Up to 1 hour per day,Once a week,Over 12 years,Yes,Small,Small/ medium garden,Small house,Either,No,beagle,why+does+my+beagle,why+does+my+beagle,why does my beagle keep sneezing,12,why does my,keep sneezing,keep sneezing,keep sneezing,health,keep sneezing,51
Akita,akita,1,17,Utility,/search/breeds-a-to-z/breeds/utility/akita/,/media/2907/akita-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132143812130000000,Short,More than 2 hours per day,Once a week,Over 10 years,Yes,Large,Large garden,Large house,Either,No,akita,why+does+my+akita,why+does+my+akita,why does my akita keep sneezing,12,why does my,keep sneezing,keep sneezing,keep sneezing,health,keep sneezing,51
Pug,pug,44,5,Toy,/search/breeds-a-to-z/breeds/toy/pug/,/media/1661/pug-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132143810750000000,Short,Up to 1 hour per day,Once a week,Over 10 years,Yes,Small,Small/ medium garden,Flat/ Apartment,Either,No,pug,why+does+my+pug,why+does+my+pug,why does my pug keep licking,12,why does my,keep licking,keep licking,keep licking,behaviour,lick,23
Pug,pug,44,5,Toy,/search/breeds-a-to-z/breeds/toy/pug/,/media/1661/pug-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132143810750000000,Short,Up to 1 hour per day,Once a week,Over 10 years,Yes,Small,Small/ medium garden,Flat/ Apartment,Either,No,pug,why+does+my+pug,why+does+my+pug,why does my pug keep coughing,12,why does my,keep coughing,keep coughing,keep coughing,health,cough / wheeze,45
Pomeranian,pomeranian,42,7,Toy,/search/breeds-a-to-z/breeds/toy/pomeranian/,/media/1658/pomeranian-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132143810450000000,Medium,Up to 30 minutes per day,More than once a week,Over 12 years,Yes,Small,Small/ medium garden,Flat/ Apartment,Either,No,pomeranian,why+does+my+pomeranian,why+does+my+pomeranian,why does my pomeranian keep coughing,12,why does my,keep coughing,keep coughing,keep coughing,health,cough / wheeze,45
Poodle (Miniature),poodle,43,6,Utility,/search/breeds-a-to-z/breeds/utility/poodle-miniature/,/media/2969/poodle-miniature-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132143868850000000,Medium,Up to 1 hour per day,Every day,Over 12 years,No,Small,Small/ medium garden,Small house,Either,No,poodle,why+does+my+poodle,why+does+my+poodle,why does my poodle have straight hair,12,why does my,have straight hair,have straight hair,have straight hair,appearance,have short / long / curly / white hair,5
Labradoodle,labradoodle,35,8,,,,,,,,,Medium,,,,,labradoodle,why+does+my+labradoodle,why+does+my+labradoodle,why does my labradoodle have straight hair,12,why does my,have straight hair,have straight hair,have straight hair,appearance,have short / long / curly / white hair,5
Goldendoodle,goldendoodle,29,9,,,,,,,,,Medium,,,,,goldendoodle,why+does+my+goldendoodle,why+does+my+goldendoodle,why does my goldendoodle have straight hair,12,why does my,have straight hair,have straight hair,have straight hair,appearance,have short / long / curly / white hair,5
Poodle (Miniature),poodle,43,6,Utility,/search/breeds-a-to-z/breeds/utility/poodle-miniature/,/media/2969/poodle-miniature-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132143868850000000,Medium,Up to 1 hour per day,Every day,Over 12 years,No,Small,Small/ medium garden,Small house,Either,No,poodle,why+does+my+poodle,why+does+my+poodle,why does my poodle have a short tail,12,why does my,have a short tail,have a short tail,have a short tail,appearance,have a long / short / curly tail,1
Poodle (Miniature),poodle,43,6,Utility,/search/breeds-a-to-z/breeds/utility/poodle-miniature/,/media/2969/poodle-miniature-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132143868850000000,Medium,Up to 1 hour per day,Every day,Over 12 years,No,Small,Small/ medium garden,Small house,Either,No,poodle,why+does+my+poodle,why+does+my+poodle,why does my poodle have red eyes,12,why does my,have red eyes,have red eyes,have red eyes,health,have red eyes,49
French Bulldog,french+bulldog,26,14,Utility,/search/breeds-a-to-z/breeds/utility/french-bulldog/,/media/2939/french-bulldog-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132143848790000000,Short,Up to 1 hour per day,Once a week,Over 10 years,Yes,Small,Small/ medium garden,Flat/ Apartment,Either,No,french+bulldog,why+does+my+french+bulldog,why+does+my+french+bulldog,why does my french bulldog have red eyes,12,why does my,have red eyes,have red eyes,have red eyes,health,have red eyes,49
Pomeranian,pomeranian,42,7,Toy,/search/breeds-a-to-z/breeds/toy/pomeranian/,/media/1658/pomeranian-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132143810450000000,Medium,Up to 30 minutes per day,More than once a week,Over 12 years,Yes,Small,Small/ medium garden,Flat/ Apartment,Either,No,pomeranian,why+does+my+pomeranian,why+does+my+pomeranian,why does my pomeranian look like a fox,12,why does my,look like a fox,look like a fox,look like a fox,appearance,look like a fox,7
Pomeranian,pomeranian,42,7,Toy,/search/breeds-a-to-z/breeds/toy/pomeranian/,/media/1658/pomeranian-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132143810450000000,Medium,Up to 30 minutes per day,More than once a week,Over 12 years,Yes,Small,Small/ medium garden,Flat/ Apartment,Either,No,pomeranian,why+does+my+pomeranian,why+does+my+pomeranian,why does my pomeranian lick my feet,12,why does my,lick my feet,lick my feet,lick my feet,gets personal,lick me,41
Pomeranian,pomeranian,42,7,Toy,/search/breeds-a-to-z/breeds/toy/pomeranian/,/media/1658/pomeranian-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132143810450000000,Medium,Up to 30 minutes per day,More than once a week,Over 12 years,Yes,Small,Small/ medium garden,Flat/ Apartment,Either,No,pomeranian,why+does+my+pomeranian,why+does+my+pomeranian,why does my pomeranian have a long nose,12,why does my,have a long nose,have a long nose,have a long nose,appearance,have a long nose,2
Pekingese,pekingese,41,8,Toy,/search/breeds-a-to-z/breeds/toy/pekingese/,/media/1656/pekingese-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132143810270000000,Long,Up to 30 minutes per day,Every day,Over 12 years,Yes,Small,Small/ medium garden,Flat/ Apartment,Either,No,pekingese,why+does+my+pekingese,why+does+my+pekingese,why does my pekingese scratch all the time,12,why does my,scratch all the time,scratch all the time,scratch all the time,behaviour,scratch,28
Pekingese,pekingese,41,8,Toy,/search/breeds-a-to-z/breeds/toy/pekingese/,/media/1656/pekingese-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132143810270000000,Long,Up to 30 minutes per day,Every day,Over 12 years,Yes,Small,Small/ medium garden,Flat/ Apartment,Either,No,pekingese,why+does+my+pekingese,why+does+my+pekingese,why does my pekingese tongue stick out,12,why does my,tongue stick out,tongue stick out,tongue stick out,appearance,tongue stick out,11
Maltese,maltese,38,10,Toy,/search/breeds-a-to-z/breeds/toy/maltese/,/media/1646/maltese-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132143807800000000,Long,Up to 30 minutes per day,Every day,Over 12 years,No,Small,Small/ medium garden,Flat/ Apartment,Either,No,maltese,why+does+my+maltese,why+does+my+maltese,why does my maltese have brown spots,12,why does my,have brown spots,have brown spots,have brown spots,appearance,have spots / brown spots,6
Maltese,maltese,38,10,Toy,/search/breeds-a-to-z/breeds/toy/maltese/,/media/1646/maltese-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132143807800000000,Long,Up to 30 minutes per day,Every day,Over 12 years,No,Small,Small/ medium garden,Flat/ Apartment,Either,No,maltese,why+does+my+maltese,why+does+my+maltese,why does my maltese keep shaking,12,why does my,keep shaking,keep shaking,keep shaking,health,shake,55
Maltese,maltese,38,10,Toy,/search/breeds-a-to-z/breeds/toy/maltese/,/media/1646/maltese-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132143807800000000,Long,Up to 30 minutes per day,Every day,Over 12 years,No,Small,Small/ medium garden,Flat/ Apartment,Either,No,maltese,why+does+my+maltese,why+does+my+maltese,why does my maltese breath stink,12,why does my,breath stink,breath stink,breath stink,odeur,breath stink,71
Maltese,maltese,38,10,Toy,/search/breeds-a-to-z/breeds/toy/maltese/,/media/1646/maltese-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132143807800000000,Long,Up to 30 minutes per day,Every day,Over 12 years,No,Small,Small/ medium garden,Flat/ Apartment,Either,No,maltese,why+does+my+maltese,why+does+my+maltese,why does my maltese wheeze,12,why does my,wheeze,wheeze,wheeze,health,cough / wheeze,45
Malamute,malamute,37,7,,,,,,,,,Large,,,,,malamute,why+does+my+malamute,why+does+my+malamute,why does my malamute howl at night,12,why does my,howl at night,howl at night,howl at night,noise,bark / howl at night,59
Lhasa Apso,lhasa+apso,36,11,Utility,/search/breeds-a-to-z/breeds/utility/lhasa-apso/,/media/2959/lhasa-apso-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132143857660000000,Long,Up to 1 hour per day,Every day,Over 12 years,No,Small,Small/ medium garden,Flat/ Apartment,Either,No,lhasa+apso,why+does+my+lhasa+apso,why+does+my+lhasa+apso,why does my lhasa apso throw up,12,why does my,throw up,throw up,throw up,health,keep being sick,50
Boston Terrier,boston+terrier,10,20,Utility,/search/breeds-a-to-z/breeds/utility/boston-terrier/,/media/2910/boston-terrier-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132143812320000000,Short,Up to 1 hour per day,Once a week,Over 10 years,Yes,Small,Small/ medium garden,Flat/ Apartment,Either,No,boston+terrier,why+does+my+boston+terrier,why+does+my+boston+terrier,why does my boston terrier throw up,12,why does my,throw up,throw up,throw up,health,keep being sick,50
Labradoodle,labradoodle,35,8,,,,,,,,,Medium,,,,,labradoodle,why+does+my+labradoodle,why+does+my+labradoodle,why does my labradoodle look like a lab,12,why does my,look like a lab,look like a lab,look like a lab,appearance,look like a lab,8
Jack Russell Terrier,jack+russell,34,12,Terrier,/search/breeds-a-to-z/breeds/terrier/jack-russell-terrier/,/media/1556/jack-russell-terrier-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132143797020000000,Short,Up to 1 hour per day,Once a week,Over 10 years,Yes,Small,Small/ medium garden,Flat/ Apartment,Country,No,jack+russell,why+does+my+jack+russell,why+does+my+jack+russell,why does my jack russell like to sleep under the covers,12,why does my,like to sleep under the covers,like to sleep under the covers,like to sleep under the covers,behaviour,like to sleep under the covers,24
Jack Russell Terrier,jack+russell,34,12,Terrier,/search/breeds-a-to-z/breeds/terrier/jack-russell-terrier/,/media/1556/jack-russell-terrier-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132143797020000000,Short,Up to 1 hour per day,Once a week,Over 10 years,Yes,Small,Small/ medium garden,Flat/ Apartment,Country,No,jack+russell,why+does+my+jack+russell,why+does+my+jack+russell,why does my jack russell have a curly tail,12,why does my,have a curly tail,have a curly tail,have a curly tail,appearance,have a long / short / curly tail,1
Havanese,havanese,33,13,Toy,/search/breeds-a-to-z/breeds/toy/havanese/,/media/1631/havanese-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132143805500000000,Long,Up to 30 minutes per day,Every day,Over 12 years,No,Small,Small/ medium garden,Flat/ Apartment,Either,No,havanese,why+does+my+havanese,why+does+my+havanese,why does my havanese growl,12,why does my,growl,growl,growl,noise,growl,61
Cavapoo,cavapoo,15,19,,,,,,,,,Small,,,,,cavapoo,why+does+my+cavapoo,why+does+my+cavapoo,why does my cavapoo growl,12,why does my,growl,growl,growl,noise,growl,61
Havanese,havanese,33,13,Toy,/search/breeds-a-to-z/breeds/toy/havanese/,/media/1631/havanese-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132143805500000000,Long,Up to 30 minutes per day,Every day,Over 12 years,No,Small,Small/ medium garden,Flat/ Apartment,Either,No,havanese,why+does+my+havanese,why+does+my+havanese,why does my havanese lick everything,12,why does my,lick everything,lick everything,lick everything,behaviour,lick,23
Havanese,havanese,33,13,Toy,/search/breeds-a-to-z/breeds/toy/havanese/,/media/1631/havanese-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132143805500000000,Long,Up to 30 minutes per day,Every day,Over 12 years,No,Small,Small/ medium garden,Flat/ Apartment,Either,No,havanese,why+does+my+havanese,why+does+my+havanese,why does my havanese have curly hair,12,why does my,have curly hair,have curly hair,have curly hair,appearance,have short / long / curly / white hair,5
Bernese Mountain Dog,bernese+mountain+dog,6,16,Working,/search/breeds-a-to-z/breeds/working/bernese-mountain-dog/,/media/2919/bernese-mountain-dog-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132143872230000000,Medium,Up to 1 hour per day,More than once a week,Under 10 years,Yes,Large,Large garden,Large house,Either,No,bernese+mountain+dog,why+does+my+bernese+mountain+dog,why+does+my+bernese+mountain+dog,why does my bernese mountain dog have curly hair,12,why does my,have curly hair,have curly hair,have curly hair,appearance,have short / long / curly / white hair,5
Greyhound,greyhound,32,8,Hound,/search/breeds-a-to-z/breeds/hound/greyhound/,/media/2941/greyhound-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132140459660000000,Short,Up to 1 hour per day,Once a week,Over 10 years,Yes,Large,Large garden,Large house,Either,No,greyhound,why+does+my+greyhound,why+does+my+greyhound,why does my greyhounds teeth chatter,12,why does my,s teeth chatter,s teeth chatter,s teeth chatter,health,s teeth chatter,54
Greyhound,greyhound,32,8,Hound,/search/breeds-a-to-z/breeds/hound/greyhound/,/media/2941/greyhound-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132140459660000000,Short,Up to 1 hour per day,Once a week,Over 10 years,Yes,Large,Large garden,Large house,Either,No,greyhound,why+does+my+greyhound,why+does+my+greyhound,why does my greyhound chatter his teeth,12,why does my,chatter his teeth,chatter his teeth,chatter his teeth,health,s teeth chatter,54
Great Pyrenees,great+pyrenees,31,9,,,,,,,,,Large,,,,,great+pyrenees,why+does+my+great+pyrenees,why+does+my+great+pyrenees,why does my great pyrenees breathe so fast,12,why does my,breathe so fast,breathe so fast,breathe so fast,health,breathe so fast,44
Australian Shepherd,australian+shepherd,2,20,Pastoral,/search/breeds-a-to-z/breeds/pastoral/australian-shepherd/,/media/1413/australian-shepherd-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132140470860000000,Medium,More than 2 hours per day,More than once a week,Over 10 years,Yes,Medium,Large garden,Large house,Country,No,australian+shepherd,why+does+my+australian+shepherd,why+does+my+australian+shepherd,why does my australian shepherd breathe so fast,12,why does my,breathe so fast,breathe so fast,breathe so fast,health,breathe so fast,44
Great Pyrenees,great+pyrenees,31,9,,,,,,,,,Large,,,,,great+pyrenees,why+does+my+great+pyrenees,why+does+my+great+pyrenees,why does my great pyrenees bark all night,12,why does my,bark all night,bark all night,bark all night,noise,bark / howl at night,59
Great Dane,great+dane,30,10,Working,/search/breeds-a-to-z/breeds/working/great-dane/,/media/2663/great-dane.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132144234850000000,Short,More than 2 hours per day,Once a week,Under 10 years,Yes,Large,Large garden,Large house,Either,No,great+dane,why+does+my+great+dane,why+does+my+great+dane,why does my great dane get hiccups,12,why does my,get hiccups,get hiccups,get hiccups,health,get hiccups,46
Boxer,boxer,11,15,Working,/search/breeds-a-to-z/breeds/working/boxer/,/media/2918/boxer-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132143872640000000,Short,More than 2 hours per day,Once a week,Over 10 years,Yes,Large,Large garden,Large house,Either,No,boxer,why+does+my+boxer,why+does+my+boxer,why does my boxer puppy get hiccups,12,why does my,get hiccups,get hiccups,get hiccups,health,get hiccups,46
Goldendoodle,goldendoodle,29,9,,,,,,,,,Medium,,,,,goldendoodle,why+does+my+goldendoodle,why+does+my+goldendoodle,why does my goldendoodle shed,12,why does my,shed,shed,shed,health,shed,56
German Shepherd Dog,german+shepherd,27,11,Pastoral,/search/breeds-a-to-z/breeds/pastoral/german-shepherd-dog/,/media/3259/german-shepherd-dog.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132186393170000000,Short & long,More than 2 hours per day,More than once a week,Over 10 years,Yes,Large,Large garden,Large house,Either,No,german+shepherd,why+does+my+german+shepherd,why+does+my+german+shepherd,why does my german shepherd lay on my feet,12,why does my,lay on my feet,lay on my feet,lay on my feet,gets personal,lay / lean /stand / sit on me,40
French Bulldog,french+bulldog,26,14,Utility,/search/breeds-a-to-z/breeds/utility/french-bulldog/,/media/2939/french-bulldog-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132143848790000000,Short,Up to 1 hour per day,Once a week,Over 10 years,Yes,Small,Small/ medium garden,Flat/ Apartment,Either,No,french+bulldog,why+does+my+french+bulldog,why+does+my+french+bulldog,why does my french bulldog have a long tail,12,why does my,have a long tail,have a long tail,have a long tail,appearance,have a long / short / curly tail,1
French Bulldog,french+bulldog,26,14,Utility,/search/breeds-a-to-z/breeds/utility/french-bulldog/,/media/2939/french-bulldog-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132143848790000000,Short,Up to 1 hour per day,Once a week,Over 10 years,Yes,Small,Small/ medium garden,Flat/ Apartment,Either,No,french+bulldog,why+does+my+french+bulldog,why+does+my+french+bulldog,why does my french bulldog keep licking her paws,12,why does my,keep licking her paws,keep licking her paws,keep licking her paws,behaviour,lick,23
Doberman,doberman,25,12,Working,/search/breeds-a-to-z/breeds/working/dobermann/,/media/2934/dobermann-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132143876020000000,Short,More than 2 hours per day,Once a week,Over 10 years,Yes,Large,Large garden,Large house,Either,No,doberman,why+does+my+doberman,why+does+my+doberman,why does my doberman follows me everywhere,12,why does my,follows me everywhere,follows me everywhere,follows me everywhere,gets personal,follow me everywhere,36
