Breed In Query,Category,Coat length,Exercise,Grooming,Image,Lifespan,Link,Queries,Search Category,Search End,Search End (group),Search End (group) 1,Search Start,Search Term,Sheds,Size,Size of garden,Size of home,Suggestion,Term,Title,Town or country,Vulnerable native breed,Str Position
samoyed,Pastoral,Medium,More than 2 hours per day,Every day,/media/1495/samoyed-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132140638080000000,Over 10 years,/search/breeds-a-to-z/breeds/pastoral/samoyed/,why+does+my+samoyed,odeur,smell,"niel smell, riever smell, s smell and 1 more","smell, smell bad, smell so bad and 1 more",why does my,samoyed,Yes,Medium,Large garden,Large house,why does my samoyed smell,why+does+my+samoyed,Samoyed,Country,No,12
samoyed,Pastoral,Medium,More than 2 hours per day,Every day,/media/1495/samoyed-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132140638080000000,Over 10 years,/search/breeds-a-to-z/breeds/pastoral/samoyed/,why+does+my+samoyed,noise,howl,"howl, keeps howling, niel howl",howl,why does my,samoyed,Yes,Medium,Large garden,Large house,why does my samoyed howl,why+does+my+samoyed,Samoyed,Country,No,12
samoyed,Pastoral,Medium,More than 2 hours per day,Every day,/media/1495/samoyed-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132140638080000000,Over 10 years,/search/breeds-a-to-z/breeds/pastoral/samoyed/,why+does+my+samoyed,behaviour,lick me,lick me & lick me so much,lick me,why does my,samoyed,Yes,Medium,Large garden,Large house,why does my samoyed lick me,why+does+my+samoyed,Samoyed,Country,No,12
samoyed,Pastoral,Medium,More than 2 hours per day,Every day,/media/1495/samoyed-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132140638080000000,Over 10 years,/search/breeds-a-to-z/breeds/pastoral/samoyed/,why+does+my+samoyed,noise,pant so much,"pant all the time, pant so much, panting and 3 more",pant so much,why does my,samoyed,Yes,Medium,Large garden,Large house,why does my samoyed pant so much,why+does+my+samoyed,Samoyed,Country,No,12
samoyed,Pastoral,Medium,More than 2 hours per day,Every day,/media/1495/samoyed-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132140638080000000,Over 10 years,/search/breeds-a-to-z/breeds/pastoral/samoyed/,why+does+my+samoyed,behaviour,bite,bite,bite,why does my,samoyed,Yes,Medium,Large garden,Large house,why does my samoyed bite,why+does+my+samoyed,Samoyed,Country,No,12
samoyed,Pastoral,Medium,More than 2 hours per day,Every day,/media/1495/samoyed-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132140638080000000,Over 10 years,/search/breeds-a-to-z/breeds/pastoral/samoyed/,why+does+my+samoyed,noise,bark,"bark, bark at everything, bark at other s and 5 more","bark, bark at everything, bark at other s and 3 more",why does my,samoyed,Yes,Medium,Large garden,Large house,why does my samoyed bark,why+does+my+samoyed,Samoyed,Country,No,12
samoyed,Pastoral,Medium,More than 2 hours per day,Every day,/media/1495/samoyed-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132140638080000000,Over 10 years,/search/breeds-a-to-z/breeds/pastoral/samoyed/,why+does+my+samoyed,noise,whine,"whine, whine all the time, whine so much and 1 more","whine, whine all the time, whine so much",why does my,samoyed,Yes,Medium,Large garden,Large house,why does my samoyed whine,why+does+my+samoyed,Samoyed,Country,No,12
samoyed,Pastoral,Medium,More than 2 hours per day,Every day,/media/1495/samoyed-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132140638080000000,Over 10 years,/search/breeds-a-to-z/breeds/pastoral/samoyed/,why+does+my+samoyed,0,shed so much,"shed, shed so much, shedding a lot and 3 more",shed & shed so much,why does my,samoyed,Yes,Medium,Large garden,Large house,why does my samoyed shed so much,why+does+my+samoyed,Samoyed,Country,No,12
schnauzer,Utility,Medium,Up to 1 hour per day,More than once a week,/media/2975/schnauzer-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132143870290000000,Over 10 years,/search/breeds-a-to-z/breeds/utility/schnauzer/,why+does+my+schnauzer,odeur,smell,"niel smell, riever smell, s smell and 1 more","smell, smell bad, smell so bad and 1 more",why does my,schnauzer,Yes,Medium,Small/ medium garden,Small house,why does my schnauzer smell,why+does+my+schnauzer,Schnauzer,Either,No,12
schnauzer,Utility,Medium,Up to 1 hour per day,More than once a week,/media/2975/schnauzer-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132143870290000000,Over 10 years,/search/breeds-a-to-z/breeds/utility/schnauzer/,why+does+my+schnauzer,health,shake,"shake, shaking, shiver","keep shaking, s leg shake, shake and 3 more",why does my,schnauzer,Yes,Medium,Small/ medium garden,Small house,why does my schnauzer shake,why+does+my+schnauzer,Schnauzer,Either,No,12
schnauzer,Utility,Medium,Up to 1 hour per day,More than once a week,/media/2975/schnauzer-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132143870290000000,Over 10 years,/search/breeds-a-to-z/breeds/utility/schnauzer/,why+does+my+schnauzer,noise,bark at everything,"bark, bark at everything, bark at other s and 5 more","bark, bark at everything, bark at other s and 3 more",why does my,schnauzer,Yes,Medium,Small/ medium garden,Small house,why does my schnauzer bark at everything,why+does+my+schnauzer,Schnauzer,Either,No,12
schnauzer,Utility,Medium,Up to 1 hour per day,More than once a week,/media/2975/schnauzer-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132143870290000000,Over 10 years,/search/breeds-a-to-z/breeds/utility/schnauzer/,why+does+my+schnauzer,behaviour,scratch the carpet,scratch the carpet,"keep scratching, keep scratching his ears, keeps scratching and 4 more",why does my,schnauzer,Yes,Medium,Small/ medium garden,Small house,why does my schnauzer scratch the carpet,why+does+my+schnauzer,Schnauzer,Either,No,12
schnauzer,Utility,Medium,Up to 1 hour per day,More than once a week,/media/2975/schnauzer-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132143870290000000,Over 10 years,/search/breeds-a-to-z/breeds/utility/schnauzer/,why+does+my+schnauzer,health,have diarrhea,have diarrhea,have diarrhea,why does my,schnauzer,Yes,Medium,Small/ medium garden,Small house,why does my schnauzer have diarrhea,why+does+my+schnauzer,Schnauzer,Either,No,12
schnauzer,Utility,Medium,Up to 1 hour per day,More than once a week,/media/2975/schnauzer-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132143870290000000,Over 10 years,/search/breeds-a-to-z/breeds/utility/schnauzer/,why+does+my+schnauzer,odeur,stink,stink & y st bernard stink,"smell, smell bad, smell so bad and 1 more",why does my,schnauzer,Yes,Medium,Small/ medium garden,Small house,why does my schnauzer stink,why+does+my+schnauzer,Schnauzer,Either,No,12
schnauzer,Utility,Medium,Up to 1 hour per day,More than once a week,/media/2975/schnauzer-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132143870290000000,Over 10 years,/search/breeds-a-to-z/breeds/utility/schnauzer/,why+does+my+schnauzer,noise,snort,snort,snort,why does my,schnauzer,Yes,Medium,Small/ medium garden,Small house,why does my schnauzer snort,why+does+my+schnauzer,Schnauzer,Either,No,12
schnauzer,Utility,Medium,Up to 1 hour per day,More than once a week,/media/2975/schnauzer-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132143870290000000,Over 10 years,/search/breeds-a-to-z/breeds/utility/schnauzer/,why+does+my+schnauzer,odeur,smell like fish,smell like fish,smell like fish,why does my,schnauzer,Yes,Medium,Small/ medium garden,Small house,why does my schnauzer smell like fish,why+does+my+schnauzer,Schnauzer,Either,No,12
schnauzer,Utility,Medium,Up to 1 hour per day,More than once a week,/media/2975/schnauzer-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132143870290000000,Over 10 years,/search/breeds-a-to-z/breeds/utility/schnauzer/,why+does+my+schnauzer,behaviour,lick his paws,lick his paws,lick his paws,why does my,schnauzer,Yes,Medium,Small/ medium garden,Small house,why does my schnauzer lick his paws,why+does+my+schnauzer,Schnauzer,Either,No,12
schnauzer,Utility,Medium,Up to 1 hour per day,More than once a week,/media/2975/schnauzer-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132143870290000000,Over 10 years,/search/breeds-a-to-z/breeds/utility/schnauzer/,why+does+my+schnauzer,noise,make noises,make noises,make noises,why does my,schnauzer,Yes,Medium,Small/ medium garden,Small house,why does my schnauzer make noises,why+does+my+schnauzer,Schnauzer,Either,No,12
scottish+terrier,Terrier,Long,Up to 1 hour per day,Every day,/media/1577/scottish-terrier-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132143799620000000,Over 10 years,/search/breeds-a-to-z/breeds/terrier/scottish-terrier/,why+does+my+scottish+terrier,odeur,smell,"niel smell, riever smell, s smell and 1 more","smell, smell bad, smell so bad and 1 more",why does my,scottish+terrier,Yes,Small,Small/ medium garden,Small house,why does my scottish terrier smell,why+does+my+scottish+terrier,Scottish Terrier,Either,No,12
scottish+terrier,Terrier,Long,Up to 1 hour per day,Every day,/media/1577/scottish-terrier-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132143799620000000,Over 10 years,/search/breeds-a-to-z/breeds/terrier/scottish-terrier/,why+does+my+scottish+terrier,behaviour,lick everything,lick everything,lick everything,why does my,scottish+terrier,Yes,Small,Small/ medium garden,Small house,why does my scottish terrier lick everything,why+does+my+scottish+terrier,Scottish Terrier,Either,No,12
shar+pei,Utility,Short,Up to 1 hour per day,Once a week,/media/1737/shar-pei-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132143870590000000,Over 10 years,/search/breeds-a-to-z/breeds/utility/shar-pei/,why+does+my+shar+pei,laziness,sleep so much,sleep so much,sleep so much,why does my,shar+pei,Yes,Medium,Small/ medium garden,Small house,why does my shar pei sleep so much,why+does+my+shar+pei,Shar Pei,Either,No,12
shar+pei,Utility,Short,Up to 1 hour per day,Once a week,/media/1737/shar-pei-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132143870590000000,Over 10 years,/search/breeds-a-to-z/breeds/utility/shar-pei/,why+does+my+shar+pei,odeur,smell so bad,smell bad & smell so bad,"smell, smell bad, smell so bad and 1 more",why does my,shar+pei,Yes,Medium,Small/ medium garden,Small house,why does my shar pei smell so bad,why+does+my+shar+pei,Shar Pei,Either,No,12
shar+pei,Utility,Short,Up to 1 hour per day,Once a week,/media/1737/shar-pei-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132143870590000000,Over 10 years,/search/breeds-a-to-z/breeds/utility/shar-pei/,why+does+my+shar+pei,behaviour,keep scratching,keep scratching & keeps scratching,"keep scratching, keep scratching his ears, keeps scratching and 4 more",why does my,shar+pei,Yes,Medium,Small/ medium garden,Small house,why does my shar pei keep scratching,why+does+my+shar+pei,Shar Pei,Either,No,12
shar+pei,Utility,Short,Up to 1 hour per day,Once a week,/media/1737/shar-pei-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132143870590000000,Over 10 years,/search/breeds-a-to-z/breeds/utility/shar-pei/,why+does+my+shar+pei,0,shed so much,"shed, shed so much, shedding a lot and 3 more",shed & shed so much,why does my,shar+pei,Yes,Medium,Small/ medium garden,Small house,why does my shar pei shed so much,why+does+my+shar+pei,Shar Pei,Either,No,12
shar+pei,Utility,Short,Up to 1 hour per day,Once a week,/media/1737/shar-pei-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132143870590000000,Over 10 years,/search/breeds-a-to-z/breeds/utility/shar-pei/,why+does+my+shar+pei,health,keeps shaking his head,keeps shaking his head,keeps shaking his head,why does my,shar+pei,Yes,Medium,Small/ medium garden,Small house,why does my shar pei keeps shaking his head,why+does+my+shar+pei,Shar Pei,Either,No,12
shar+pei,Utility,Short,Up to 1 hour per day,Once a week,/media/1737/shar-pei-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132143870590000000,Over 10 years,/search/breeds-a-to-z/breeds/utility/shar-pei/,why+does+my+shar+pei,0,s eyes water,s eyes water,s eyes water,why does my,shar+pei,Yes,Medium,Small/ medium garden,Small house,why does my shar peis eyes water,why+does+my+shar+pei,Shar Pei,Either,No,12
shar+pei,Utility,Short,Up to 1 hour per day,Once a week,/media/1737/shar-pei-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132143870590000000,Over 10 years,/search/breeds-a-to-z/breeds/utility/shar-pei/,why+does+my+shar+pei,behaviour,lick me,lick me & lick me so much,lick me,why does my,shar+pei,Yes,Medium,Small/ medium garden,Small house,why does my shar pei lick me,why+does+my+shar+pei,Shar Pei,Either,No,12
shar+pei,Utility,Short,Up to 1 hour per day,Once a week,/media/1737/shar-pei-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132143870590000000,Over 10 years,/search/breeds-a-to-z/breeds/utility/shar-pei/,why+does+my+shar+pei,noise,snort,snort,snort,why does my,shar+pei,Yes,Medium,Small/ medium garden,Small house,why does my shar pei snort,why+does+my+shar+pei,Shar Pei,Either,No,12
shar+pei,Utility,Short,Up to 1 hour per day,Once a week,/media/1737/shar-pei-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132143870590000000,Over 10 years,/search/breeds-a-to-z/breeds/utility/shar-pei/,why+does+my+shar+pei,health,shaking his head,shaking his head,shaking his head,why does my,shar+pei,Yes,Medium,Small/ medium garden,Small house,why does my shar pei shaking his head,why+does+my+shar+pei,Shar Pei,Either,No,12
shar+pei,Utility,Short,Up to 1 hour per day,Once a week,/media/1737/shar-pei-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132143870590000000,Over 10 years,/search/breeds-a-to-z/breeds/utility/shar-pei/,why+does+my+shar+pei,appearance,have no wrinkles,have no wrinkles,have no wrinkles,why does my,shar+pei,Yes,Medium,Small/ medium garden,Small house,why does my shar pei have no wrinkles,why+does+my+shar+pei,Shar Pei,Either,No,12
shih+tzu,Utility,Long,Up to 1 hour per day,Every day,/media/2976/shih-tzu-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132143870800000000,Over 10 years,/search/breeds-a-to-z/breeds/utility/shih-tzu/,why+does+my+shih+tzu,health,shake,"shake, shaking, shiver","keep shaking, s leg shake, shake and 3 more",why does my,shih+tzu,No,Small,Small/ medium garden,Flat/ Apartment,why does my shih tzu shake,why+does+my+shih+tzu,Shih Tzu,Either,No,12
shih+tzu,Utility,Long,Up to 1 hour per day,Every day,/media/2976/shih-tzu-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132143870800000000,Over 10 years,/search/breeds-a-to-z/breeds/utility/shih-tzu/,why+does+my+shih+tzu,odeur,smell,"niel smell, riever smell, s smell and 1 more","smell, smell bad, smell so bad and 1 more",why does my,shih+tzu,No,Small,Small/ medium garden,Flat/ Apartment,why does my shih tzu smell,why+does+my+shih+tzu,Shih Tzu,Either,No,12
shih+tzu,Utility,Long,Up to 1 hour per day,Every day,/media/2976/shih-tzu-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132143870800000000,Over 10 years,/search/breeds-a-to-z/breeds/utility/shih-tzu/,why+does+my+shih+tzu,noise,snort,snort,snort,why does my,shih+tzu,No,Small,Small/ medium garden,Flat/ Apartment,why does my shih tzu snort,why+does+my+shih+tzu,Shih Tzu,Either,No,12
shih+tzu,Utility,Long,Up to 1 hour per day,Every day,/media/2976/shih-tzu-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132143870800000000,Over 10 years,/search/breeds-a-to-z/breeds/utility/shih-tzu/,why+does+my+shih+tzu,behaviour,lick so much,lick so much,lick so much,why does my,shih+tzu,No,Small,Small/ medium garden,Flat/ Apartment,why does my shih tzu lick so much,why+does+my+shih+tzu,Shih Tzu,Either,No,12
shih+tzu,Utility,Long,Up to 1 hour per day,Every day,/media/2976/shih-tzu-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132143870800000000,Over 10 years,/search/breeds-a-to-z/breeds/utility/shih-tzu/,why+does+my+shih+tzu,eating habits,eat his poop,eat his poop,eat his poop & eat poop,why does my,shih+tzu,No,Small,Small/ medium garden,Flat/ Apartment,why does my shih tzu eat his poop,why+does+my+shih+tzu,Shih Tzu,Either,No,12
shih+tzu,Utility,Long,Up to 1 hour per day,Every day,/media/2976/shih-tzu-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132143870800000000,Over 10 years,/search/breeds-a-to-z/breeds/utility/shih-tzu/,why+does+my+shih+tzu,pant,growl at me,growl at me,growl at me,why does my,shih+tzu,No,Small,Small/ medium garden,Flat/ Apartment,why does my shih tzu growl at me,why+does+my+shih+tzu,Shih Tzu,Either,No,12
shih+tzu,Utility,Long,Up to 1 hour per day,Every day,/media/2976/shih-tzu-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132143870800000000,Over 10 years,/search/breeds-a-to-z/breeds/utility/shih-tzu/,why+does+my+shih+tzu,behaviour,stare at me,stare at me,stare at me,why does my,shih+tzu,No,Small,Small/ medium garden,Flat/ Apartment,why does my shih tzu stare at me,why+does+my+shih+tzu,Shih Tzu,Either,No,12
shih+tzu,Utility,Long,Up to 1 hour per day,Every day,/media/2976/shih-tzu-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132143870800000000,Over 10 years,/search/breeds-a-to-z/breeds/utility/shih-tzu/,why+does+my+shih+tzu,noise,keep panting,keep panting,keep panting,why does my,shih+tzu,No,Small,Small/ medium garden,Flat/ Apartment,why does my shih tzu keep panting,why+does+my+shih+tzu,Shih Tzu,Either,No,12
shih+tzu,Utility,Long,Up to 1 hour per day,Every day,/media/2976/shih-tzu-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132143870800000000,Over 10 years,/search/breeds-a-to-z/breeds/utility/shih-tzu/,why+does+my+shih+tzu,behaviour,lick the air,lick the air,lick the air,why does my,shih+tzu,No,Small,Small/ medium garden,Flat/ Apartment,why does my shih tzu lick the air,why+does+my+shih+tzu,Shih Tzu,Either,No,12
shih+tzu,Utility,Long,Up to 1 hour per day,Every day,/media/2976/shih-tzu-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132143870800000000,Over 10 years,/search/breeds-a-to-z/breeds/utility/shih-tzu/,why+does+my+shih+tzu,laziness,sleep all the time,sleep all the time,sleep all the time,why does my,shih+tzu,No,Small,Small/ medium garden,Flat/ Apartment,why does my shih tzu sleep all the time,why+does+my+shih+tzu,Shih Tzu,Either,No,12
siberian+husky,Working,Short,More than 2 hours per day,More than once a week,/media/2666/siberian-husky-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132144238560000000,Over 10 years,/search/breeds-a-to-z/breeds/working/siberian-husky/,why+does+my+siberian+husky,eating habits,eat grass,eat grass & niel eat grass,eat grass,why does my,siberian+husky,Yes,Medium,Large garden,Large house,why does my siberian husky eat grass,why+does+my+siberian+husky,Siberian Husky,Country,No,12
siberian+husky,Working,Short,More than 2 hours per day,More than once a week,/media/2666/siberian-husky-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132144238560000000,Over 10 years,/search/breeds-a-to-z/breeds/working/siberian-husky/,why+does+my+siberian+husky,odeur,smell bad,smell bad & smell so bad,"smell, smell bad, smell so bad and 1 more",why does my,siberian+husky,Yes,Medium,Large garden,Large house,why does my siberian husky smell bad,why+does+my+siberian+husky,Siberian Husky,Country,No,12
siberian+husky,Working,Short,More than 2 hours per day,More than once a week,/media/2666/siberian-husky-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132144238560000000,Over 10 years,/search/breeds-a-to-z/breeds/working/siberian-husky/,why+does+my+siberian+husky,behaviour,drink so much water,drink so much water,drink so much & drink so much water,why does my,siberian+husky,Yes,Medium,Large garden,Large house,why does my siberian husky drink so much water,why+does+my+siberian+husky,Siberian Husky,Country,No,12
siberian+husky,Working,Short,More than 2 hours per day,More than once a week,/media/2666/siberian-husky-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132144238560000000,Over 10 years,/search/breeds-a-to-z/breeds/working/siberian-husky/,why+does+my+siberian+husky,noise,pant so much,"pant all the time, pant so much, panting and 3 more",pant so much,why does my,siberian+husky,Yes,Medium,Large garden,Large house,why does my siberian husky pant so much,why+does+my+siberian+husky,Siberian Husky,Country,No,12
siberian+husky,Working,Short,More than 2 hours per day,More than once a week,/media/2666/siberian-husky-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132144238560000000,Over 10 years,/search/breeds-a-to-z/breeds/working/siberian-husky/,why+does+my+siberian+husky,noise,not talk,not talk,not talk,why does my,siberian+husky,Yes,Medium,Large garden,Large house,why does my siberian husky not talk,why+does+my+siberian+husky,Siberian Husky,Country,No,12
siberian+husky,Working,Short,More than 2 hours per day,More than once a week,/media/2666/siberian-husky-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132144238560000000,Over 10 years,/search/breeds-a-to-z/breeds/working/siberian-husky/,why+does+my+siberian+husky,laziness,sleep so much,sleep so much,sleep so much,why does my,siberian+husky,Yes,Medium,Large garden,Large house,why does my siberian husky sleep so much,why+does+my+siberian+husky,Siberian Husky,Country,No,12
siberian+husky,Working,Short,More than 2 hours per day,More than once a week,/media/2666/siberian-husky-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132144238560000000,Over 10 years,/search/breeds-a-to-z/breeds/working/siberian-husky/,why+does+my+siberian+husky,health,have diarrhea,have diarrhea,have diarrhea,why does my,siberian+husky,Yes,Medium,Large garden,Large house,why does my siberian husky have diarrhea,why+does+my+siberian+husky,Siberian Husky,Country,No,12
siberian+husky,Working,Short,More than 2 hours per day,More than once a week,/media/2666/siberian-husky-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132144238560000000,Over 10 years,/search/breeds-a-to-z/breeds/working/siberian-husky/,why+does+my+siberian+husky,appearance,have brown eyes,have brown eyes,have brown eyes,why does my,siberian+husky,Yes,Medium,Large garden,Large house,why does my siberian husky have brown eyes,why+does+my+siberian+husky,Siberian Husky,Country,No,12
siberian+husky,Working,Short,More than 2 hours per day,More than once a week,/media/2666/siberian-husky-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132144238560000000,Over 10 years,/search/breeds-a-to-z/breeds/working/siberian-husky/,why+does+my+siberian+husky,behaviour,bite,bite,bite,why does my,siberian+husky,Yes,Medium,Large garden,Large house,why does my siberian husky bite,why+does+my+siberian+husky,Siberian Husky,Country,No,12
siberian+husky,Working,Short,More than 2 hours per day,More than once a week,/media/2666/siberian-husky-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132144238560000000,Over 10 years,/search/breeds-a-to-z/breeds/working/siberian-husky/,why+does+my+siberian+husky,noise,pee so much,pee so much,pee so much,why does my,siberian+husky,Yes,Medium,Large garden,Large house,why does my siberian husky pee so much,why+does+my+siberian+husky,Siberian Husky,Country,No,12
springer+spaniel,Gundog,Medium,More than 2 hours per day,More than once a week,/media/1193/spaniel-english-springer-illustration-resized.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132140437350000000,Over 10 years,/search/breeds-a-to-z/breeds/gundog/spaniel-english-springer/,why+does+my+springer+spaniel,pant,growl at me,growl at me,growl at me,why does my,springer+spaniel,Yes,Medium,Large garden,Small house,why does my springer spaniel growl at me,why+does+my+springer+spaniel,Spaniel (English Springer),Either,No,12
springer+spaniel,Gundog,Medium,More than 2 hours per day,More than once a week,/media/1193/spaniel-english-springer-illustration-resized.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132140437350000000,Over 10 years,/search/breeds-a-to-z/breeds/gundog/spaniel-english-springer/,why+does+my+springer+spaniel,noise,pant so much,"pant all the time, pant so much, panting and 3 more",pant so much,why does my,springer+spaniel,Yes,Medium,Large garden,Small house,why does my springer spaniel pant so much,why+does+my+springer+spaniel,Spaniel (English Springer),Either,No,12
springer+spaniel,Gundog,Medium,More than 2 hours per day,More than once a week,/media/1193/spaniel-english-springer-illustration-resized.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132140437350000000,Over 10 years,/search/breeds-a-to-z/breeds/gundog/spaniel-english-springer/,why+does+my+springer+spaniel,odeur,smell so bad,smell bad & smell so bad,"smell, smell bad, smell so bad and 1 more",why does my,springer+spaniel,Yes,Medium,Large garden,Small house,why does my springer spaniel smell so bad,why+does+my+springer+spaniel,Spaniel (English Springer),Either,No,12
springer+spaniel,Gundog,Medium,More than 2 hours per day,More than once a week,/media/1193/spaniel-english-springer-illustration-resized.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132140437350000000,Over 10 years,/search/breeds-a-to-z/breeds/gundog/spaniel-english-springer/,why+does+my+springer+spaniel,0,poop so much,poop so much,poop so much,why does my,springer+spaniel,Yes,Medium,Large garden,Small house,why does my springer spaniel poop so much,why+does+my+springer+spaniel,Spaniel (English Springer),Either,No,12
springer+spaniel,Gundog,Medium,More than 2 hours per day,More than once a week,/media/1193/spaniel-english-springer-illustration-resized.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132140437350000000,Over 10 years,/search/breeds-a-to-z/breeds/gundog/spaniel-english-springer/,why+does+my+springer+spaniel,noise,pee when excited,pee when excited,pee when excited,why does my,springer+spaniel,Yes,Medium,Large garden,Small house,why does my springer spaniel pee when excited,why+does+my+springer+spaniel,Spaniel (English Springer),Either,No,12
springer+spaniel,Gundog,Medium,More than 2 hours per day,More than once a week,/media/1193/spaniel-english-springer-illustration-resized.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132140437350000000,Over 10 years,/search/breeds-a-to-z/breeds/gundog/spaniel-english-springer/,why+does+my+springer+spaniel,behaviour,follow me everywhere,follow me everywhere,follow me everywhere & follows me everywhere,why does my,springer+spaniel,Yes,Medium,Large garden,Small house,why does my springer spaniel follow me everywhere,why+does+my+springer+spaniel,Spaniel (English Springer),Either,No,12
springer+spaniel,Gundog,Medium,More than 2 hours per day,More than once a week,/media/1193/spaniel-english-springer-illustration-resized.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132140437350000000,Over 10 years,/search/breeds-a-to-z/breeds/gundog/spaniel-english-springer/,why+does+my+springer+spaniel,noise,howl,"howl, keeps howling, niel howl",howl,why does my,springer+spaniel,Yes,Medium,Large garden,Small house,why does my springer spaniel howl,why+does+my+springer+spaniel,Spaniel (English Springer),Either,No,12
springer+spaniel,Gundog,Medium,More than 2 hours per day,More than once a week,/media/1193/spaniel-english-springer-illustration-resized.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132140437350000000,Over 10 years,/search/breeds-a-to-z/breeds/gundog/spaniel-english-springer/,why+does+my+springer+spaniel,0,shed so much,"shed, shed so much, shedding a lot and 3 more",shed & shed so much,why does my,springer+spaniel,Yes,Medium,Large garden,Small house,why does my springer spaniel shed so much,why+does+my+springer+spaniel,Spaniel (English Springer),Either,No,12
springer+spaniel,Gundog,Medium,More than 2 hours per day,More than once a week,/media/1193/spaniel-english-springer-illustration-resized.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132140437350000000,Over 10 years,/search/breeds-a-to-z/breeds/gundog/spaniel-english-springer/,why+does+my+springer+spaniel,noise,keeps barking,"bark, bark at everything, bark at other s and 5 more","bark, bark at everything, bark at other s and 3 more",why does my,springer+spaniel,Yes,Medium,Large garden,Small house,why does my springer spaniel keeps barking,why+does+my+springer+spaniel,Spaniel (English Springer),Either,No,12
springer+spaniel,Gundog,Medium,More than 2 hours per day,More than once a week,/media/1193/spaniel-english-springer-illustration-resized.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132140437350000000,Over 10 years,/search/breeds-a-to-z/breeds/gundog/spaniel-english-springer/,why+does+my+springer+spaniel,eating habits,eat poop,eat poop,eat his poop & eat poop,why does my,springer+spaniel,Yes,Medium,Large garden,Small house,why does my springer spaniel eat poop,why+does+my+springer+spaniel,Spaniel (English Springer),Either,No,12
